account_origin,amount_received
10042B660,10391.6
10042B660,10391.6
10042B660,1039562.93
10042B660,1039731.98
10042B660,1039731.98
10042B660,1039731.98
10042B660,1039949.79
10042B660,1039949.79
10042B660,1039949.79
10042B660,10399919.49
10042B660,10399919.49
10042B660,10399919.49
10042B660,10399919.49
10042B660,10399919.49
10042B660,10400.31
10042B660,10400.31
10042B660,10400.31
10042B660,1040106.13
10042B660,1040106.13
10042B660,1040106.13
10042B660,10406.58
10042B660,10406.58
10042B660,10406.58
10042B660,10407.15
10042B660,10407.15
10042B660,10407.15
10042B660,10409.76
10042B660,10409.76
10042B660,10409.76
10042B660,1041283.09
10042B660,1041283.09
10042B660,1041283.09
10042B660,1041283.09
10042B660,1041283.09
10042B660,10418.0
10042B660,10418.0
10042B660,10418.0
10042B660,10418.0
10042B660,10418.0
10042B660,10418.07
10042B660,10419.78
10042B660,10419.78
10042B660,10419.78
10042B660,10419.78
10042B660,10419.78
10042B660,10421.5
10042B660,10421.5
10042B660,10421.5
10042B660,10423.21
10042B660,10424357.18
10042B660,10427.52
10042B660,10430.67
10042B660,10436.97
10042B660,1043995.21
10042B660,1043995.21
10042B660,1043995.21
10042B660,10450.8
10042B660,10450.8
10042B660,10450.8
10042B660,10450.8
10042B660,10450.8
10042B660,1045001.54
10042B660,1045199.26
10042B660,1046777.89
10042B660,1046777.89
10042B660,1046777.89
10042B660,10469.33
10042B660,10479.98
10042B660,10479.98
10042B660,10479.98
10042B660,10486.85
10042B660,10486.85
10042B660,10486.85
10042B660,1048815.8
10042B660,1048815.8
10042B660,1048815.8
10042B660,10490.73
10042B660,10490.73
10042B660,10490.73
10042B660,10490.73
10042B660,10490.73
10042B660,1049098.72
10042B660,1049098.72
10042B660,1049098.72
10042B660,1049098.72
10042B660,1049098.72
10042B660,10496408.25
10042B660,10498.14
10042B660,10498.14
10042B660,10498.14
10042B660,10498.14
10042B660,10498.14
10042B660,10499.3
10042B660,10499.3
10042B660,10499.3
10042B660,10499.3
10042B660,10499.3
10042B660,1050101.97
10042B660,105012284.79
10042B660,1050318.17
10042B660,10510.82
10042B660,10510.82
10042B660,10510.82
10042B660,10512.0
10042B660,1051960.08
10042B660,1051960.08
10042B660,1051960.08
10042B660,1051960.08
10042B660,1051960.08
10042B660,10520.97
10042B660,10520.97
10042B660,10520.97
10042B660,10520.97
10042B660,10520.97
10042B660,10525.06
10042B660,10525.08
10042B660,10525.08
10042B660,10525.08
10042B660,10529.45
10042B660,10529.45
10042B660,10529.45
10042B660,10529.45
10042B660,10529.45
10042B660,1053533.73
10042B660,1054034.48
10042B660,10543.99
10042B660,10543.99
10042B660,10543.99
10042B660,10543.99
10042B660,10543.99
10042B660,10553.0
10042B660,10553.82
10042B660,10553.82
10042B660,10553.82
10042B660,10553.82
10042B660,10553.82
10042B660,10557.23
10042B660,10557.23
10042B660,10557.23
10042B660,10557.23
10042B660,10557.23
10042B660,10560.57
10042B660,1056065.65
10042B660,10562.45
10042B660,10568.4
10042B660,1057571.14
10042B660,1057571.14
10042B660,1057571.14
10042B660,10576.59
10042B660,10578.37
10042B660,10578.37
10042B660,10578.37
10042B660,10588.63
10042B660,10590.53
10042B660,10593.78
10042B660,10597.34
10042B660,10603.45
10042B660,10607.26
10042B660,10607.8
10042B660,10609.85
10042B660,10609.85
10042B660,10609.85
10042B660,10611.65
10042B660,10615.16
10042B660,10615.16
10042B660,10615.16
10042B660,1061738.92
10042B660,1061738.92
10042B660,1061738.92
10042B660,10618.23
10042B660,10618.23
10042B660,10618.23
10042B660,10618.23
10042B660,10618.23
10042B660,10618.41
10042B660,10624.61
10042B660,10624.61
10042B660,10624.61
10042B660,1062470.28
10042B660,1062470.28
10042B660,1062470.28
10042B660,1062470.28
10042B660,1062470.28
10042B660,10628134.84
10042B660,10628134.84
10042B660,10628134.84
10042B660,10631.95
10042B660,10632.87
10042B660,10634.13
10042B660,10634.13
10042B660,10634.13
10042B660,10638.97
10042B660,1063897.18
10042B660,106405054.44
10042B660,10641.29
10042B660,1065192.81
10042B660,1065527.89
10042B660,1065527.89
10042B660,1065527.89
10042B660,10662.24
10042B660,10665.49
10042B660,10665.49
10042B660,10665.49
10042B660,1066809.4
10042B660,1066809.4
10042B660,1066809.4
10042B660,10673.27
10042B660,10673.27
10042B660,10673.27
10042B660,10673.27
10042B660,10673.27
10042B660,1067433.96
10042B660,1067433.96
10042B660,1067433.96
10042B660,10676.65
10042B660,10676.65
10042B660,10676.65
10042B660,10680093.81
10042B660,1068245.79
10042B660,10684.5
10042B660,10684.5
10042B660,10684.5
10042B660,10684.5
10042B660,10684.5
10042B660,1068454.41
10042B660,1068454.41
10042B660,1068454.41
10042B660,10708.9
10042B660,10709457.73
10042B660,10709457.73
10042B660,10709457.73
10042B660,10709457.73
10042B660,10709457.73
10042B660,10716.61
10042B660,10717.64
10042B660,10718.94
10042B660,10718.94
10042B660,10718.94
10042B660,10722.24
10042B660,10722.24
10042B660,10722.24
10042B660,1072501.33
10042B660,1072501.33
10042B660,1072501.33
10042B660,10729.85
10042B660,10729.85
10042B660,10729.85
10042B660,10731.85
10042B660,10734.19
10042B660,10734.55
10042B660,10736461.78
10042B660,10739.76
10042B660,1074168.07
10042B660,10744.62
10042B660,1074431.69
10042B660,10747.87
10042B660,10747.87
10042B660,10747.87
10042B660,10747.87
10042B660,10747.87
10042B660,10750.85
10042B660,10750.85
10042B660,10750.85
10042B660,10750.85
10042B660,10750.85
10042B660,10755.31
10042B660,10757.97
10042B660,10761.12
10042B660,1077040.87
10042B660,10771.02
10042B660,10771.02
10042B660,10771.02
10042B660,1077260.28
10042B660,10774.85
10042B660,10777.38
10042B660,1077865.53
10042B660,1077865.53
10042B660,1077865.53
10042B660,10787.47
10042B660,10787.47
10042B660,10787.47
10042B660,10790.94
10042B660,10792.22
10042B660,10792.22
10042B660,10792.22
10042B660,10795.09
10042B660,107952489.97
10042B660,10798.77
10042B660,10810.74
10042B660,10819743.77
10042B660,10819743.77
10042B660,10819743.77
10042B660,10823146.5
10042B660,10831269.21
10042B660,10839.09
10042B660,10845.09
10042B660,10845.09
10042B660,10845.09
10042B660,10846.59
10042B660,10846.59
10042B660,10846.59
10042B660,10848.54
10042B660,10858.96
10042B660,10860447.06
10042B660,10869.97
10042B660,1087247.67
10042B660,10877.35
10042B660,10888.0
10042B660,10888.0
10042B660,10888.0
10042B660,10888.0
10042B660,10888.0
10042B660,10890.32
10042B660,10890.32
10042B660,10890.32
10042B660,1089441.32
10042B660,10895.97
10042B660,1089958.72
10042B660,10901.32
10042B660,10903.32
10042B660,10906.49
10042B660,10906.64
10042B660,10910.71
10042B660,10914902.05
10042B660,10915.57
10042B660,10915.57
10042B660,10915.57
10042B660,10915.57
10042B660,10915.57
10042B660,1091647.51
10042B660,10919.61
10042B660,1092094.41
10042B660,1092744.06
10042B660,1092744.06
10042B660,1092744.06
10042B660,10928249.92
10042B660,10938.9
10042B660,1094111.59
10042B660,10946.32
10042B660,10946.32
10042B660,10946.32
10042B660,10946.32
10042B660,10946.32
10042B660,10946.78
10042B660,10947.15
10042B660,10948.7
10042B660,10948.7
10042B660,10948.7
10042B660,10949.54
10042B660,10953.9
10042B660,10953.9
10042B660,10953.9
10042B660,10954690.84
10042B660,10956.01
10042B660,10959.23
10042B660,10959.76
10042B660,10959.76
10042B660,10959.76
10042B660,10962.05
10042B660,10962.05
10042B660,10962.05
10042B660,10962.05
10042B660,10962.05
10042B660,10962802.86
10042B660,10962802.86
10042B660,10962802.86
10042B660,10964.6
10042B660,1096731.69
10042B660,10972.66
10042B660,10972.66
10042B660,10972.66
10042B660,1097976.27
10042B660,10986.09
10042B660,10987.94
10042B660,10988.66
10042B660,10989.86
10042B660,10995.67
10042B660,11001.15
10042B660,11001.15
10042B660,11001.15
10042B660,11001.15
10042B660,11001.15
10042B660,11001.75
10042B660,11003.7
10042B660,11006639.27
10042B660,11006639.27
10042B660,11006639.27
10042B660,11006639.27
10042B660,11006639.27
10042B660,11008.14
10042B660,1101238.56
10042B660,11017.49
10042B660,11018.85
10042B660,11018.85
10042B660,11018.85
10042B660,11024.08
10042B660,11024.08
10042B660,11024.08
10042B660,11031.01
10042B660,11031629.35
10042B660,11031629.35
10042B660,11031629.35
10042B660,11031629.35
10042B660,11031629.35
10042B660,11040.07
10042B660,11040.54
10042B660,11040.54
10042B660,11040.54
10042B660,11047.04
10042B660,11056.35
10042B660,11060.65
10042B660,11060.65
10042B660,11060.65
10042B660,11067.73
10042B660,11075.9
10042B660,1107594.64
10042B660,11077.15
10042B660,11077.53
10042B660,110820195.95
10042B660,11086.64
10042B660,11086.64
10042B660,11086.64
10042B660,11088.33
10042B660,11092.94
10042B660,11095.12
10042B660,1110113.5
10042B660,11105.16
10042B660,11105.16
10042B660,11105.16
10042B660,11105.16
10042B660,11105.16
10042B660,11106.16
10042B660,11106.79
10042B660,11109687.36
10042B660,11109687.36
10042B660,11109687.36
10042B660,11110.65
10042B660,11111.45
10042B660,11111.45
10042B660,11111.45
10042B660,11113.27
10042B660,111149856.7
10042B660,111149856.7
10042B660,111149856.7
10042B660,111149856.7
10042B660,111149856.7
10042B660,11116.83
10042B660,11116.83
10042B660,11116.83
10042B660,11116.83
10042B660,11116.83
10042B660,11123.51
10042B660,11123.51
10042B660,11123.51
10042B660,11124.04
10042B660,11131.93
10042B660,11131.93
10042B660,11131.93
10042B660,11133.64
10042B660,1113435.47
10042B660,11141.85
10042B660,1114389.54
10042B660,1114517.3
10042B660,11155.03
10042B660,11157.62
10042B660,11159.73
10042B660,1117099.02
10042B660,1117099.02
10042B660,1117099.02
10042B660,1117630.54
10042B660,1117630.54
10042B660,1117630.54
10042B660,1117630.54
10042B660,1117630.54
10042B660,1117672.72
10042B660,11178.65
10042B660,11179.48
10042B660,1118073.12
10042B660,11181.71
10042B660,11181.71
10042B660,11181.71
10042B660,11181.71
10042B660,11181.71
10042B660,11182.62
10042B660,11183.8
10042B660,11183.8
10042B660,11183.8
10042B660,11183581.65
10042B660,11183581.65
10042B660,11183581.65
10042B660,11184.7
10042B660,11194.17
10042B660,11194.17
10042B660,11194.17
10042B660,11203.55
10042B660,11203.55
10042B660,11203.55
10042B660,11204.26
10042B660,11204.26
10042B660,11204.26
10042B660,1120877.99
10042B660,1120877.99
10042B660,1120877.99
10042B660,11210.8
10042B660,11211.07
10042B660,11211.07
10042B660,11211.07
10042B660,11211.07
10042B660,11211.07
10042B660,11212.84
10042B660,11212.84
10042B660,11212.84
10042B660,11213.62
10042B660,11213.62
10042B660,11213.62
10042B660,11215.04
10042B660,1121845.06
10042B660,11224.85
10042B660,11227.29
10042B660,1123342.93
10042B660,1123342.93
10042B660,1123342.93
10042B660,11234.59
10042B660,11234.59
10042B660,11234.59
10042B660,11241.27
10042B660,1124713.8
10042B660,11250.62
10042B660,1125454.42
10042B660,1125454.42
10042B660,1125454.42
10042B660,11257.84
10042B660,11257447.26
10042B660,11257447.26
10042B660,11257447.26
10042B660,11257447.26
10042B660,11257447.26
10042B660,1126867.22
10042B660,1126867.22
10042B660,1126867.22
10042B660,1126896.21
10042B660,1127507.08
10042B660,1127507.08
10042B660,1127507.08
10042B660,11277.14
10042B660,11277.14
10042B660,11277.14
10042B660,1127886.48
10042B660,11279.15
10042B660,1127972.03
10042B660,11290.71
10042B660,11291.26
10042B660,11295.05
10042B660,11295.05
10042B660,11295.05
10042B660,11295.05
10042B660,11295.05
10042B660,11298.92
10042B660,1130181.87
10042B660,11306.62
10042B660,11306.62
10042B660,11306.62
10042B660,11317.13
10042B660,11317.75
10042B660,11317.75
10042B660,11317.75
10042B660,11328.0
10042B660,1132987.44
10042B660,11333.04
10042B660,11334.09
10042B660,1133499.89
10042B660,1133499.89
10042B660,1133499.89
10042B660,11336611.76
10042B660,11336611.76
10042B660,11336611.76
10042B660,11336611.76
10042B660,11336611.76
10042B660,1134017.68
10042B660,1134017.68
10042B660,1134017.68
10042B660,11342.97
10042B660,11346.19
10042B660,11346.19
10042B660,11346.19
10042B660,11346.19
10042B660,11346.19
10042B660,113512009.05
10042B660,11355.03
10042B660,11356.2
10042B660,11360.67
10042B660,11365.22
10042B660,11368038.49
10042B660,11374.79
10042B660,11374.79
10042B660,11374.79
10042B660,11378867.87
10042B660,11378867.87
10042B660,11378867.87
10042B660,11379.82
10042B660,11380.6
10042B660,11381.61
10042B660,1138260.45
10042B660,11396.55
10042B660,11396.55
10042B660,11396.55
10042B660,11396.55
10042B660,11396.55
10042B660,11415.63
10042B660,11415.63
10042B660,11415.63
10042B660,1141560.21
10042B660,1141665.28
10042B660,1141665.28
10042B660,1141665.28
10042B660,1143010.34
10042B660,1143050.98
10042B660,1143050.98
10042B660,1143050.98
10042B660,11433.66
10042B660,11437.39
10042B660,11442.95
10042B660,1144572.84
10042B660,1144572.84
10042B660,1144572.84
10042B660,11448.07
10042B660,11448.84
10042B660,11450.71
10042B660,11450.71
10042B660,11450.71
10042B660,11450.71
10042B660,11450.71
10042B660,11454.51
10042B660,11454.51
10042B660,11454.51
10042B660,11458.02
10042B660,11458.02
10042B660,11458.02
10042B660,1146510.55
10042B660,11471.52
10042B660,1147167.1
10042B660,1147167.1
10042B660,1147167.1
10042B660,1147167.1
10042B660,1147167.1
10042B660,1147887.85
10042B660,1148094.74
10042B660,1148094.74
10042B660,1148094.74
10042B660,1148094.74
10042B660,1148094.74
10042B660,11481.49
10042B660,1148711.25
10042B660,1148723.55
10042B660,11488.03
10042B660,11488769.08
10042B660,11488769.08
10042B660,11488769.08
10042B660,11488769.08
10042B660,11488769.08
10042B660,11489.19
10042B660,11496.73
10042B660,1149723.95
10042B660,1149723.95
10042B660,1149723.95
10042B660,11502.9
10042B660,11502.9
10042B660,11502.9
10042B660,11502.9
10042B660,11502.9
10042B660,115088387.3
10042B660,11509.28
10042B660,11509.28
10042B660,11509.28
10042B660,11509.28
10042B660,11509.28
10042B660,11511.4
10042B660,11513247.55
10042B660,11516530.41
10042B660,1152256.06
10042B660,1152256.06
10042B660,1152256.06
10042B660,11528.87
10042B660,11530.36
10042B660,11534.39
10042B660,11558.41
10042B660,11569.2
10042B660,11569.2
10042B660,11569.2
10042B660,11569.2
10042B660,11569.2
10042B660,1157721.57
10042B660,11578.78
10042B660,11578.78
10042B660,11578.78
10042B660,11581.59
10042B660,11583.14
10042B660,11587.04
10042B660,11591.64
10042B660,11596.29
10042B660,11596.29
10042B660,11596.29
10042B660,11597.1
10042B660,11618.04
10042B660,1161960.88
10042B660,1161960.88
10042B660,1161960.88
10042B660,1162961.51
10042B660,11631.24
10042B660,11632.7
10042B660,1163731.96
10042B660,1163731.96
10042B660,1163731.96
10042B660,11642.09
10042B660,11642.09
10042B660,11642.09
10042B660,11642.32
10042B660,11645.04
10042B660,11645.96
10042B660,11645.96
10042B660,11645.96
10042B660,11646.25
10042B660,11656.12
10042B660,11672.61
10042B660,11672.61
10042B660,11672.61
10042B660,11672.61
10042B660,11672.61
10042B660,11676.79
10042B660,11677.83
10042B660,11677.83
10042B660,11677.83
10042B660,1167852.39
10042B660,1167852.39
10042B660,1167852.39
10042B660,1167852.39
10042B660,1167852.39
10042B660,11679.04
10042B660,11679.8
10042B660,11683.45
10042B660,11683.82
10042B660,11683.82
10042B660,11683.82
10042B660,11683.82
10042B660,11683.82
10042B660,1168828.02
10042B660,1168828.02
10042B660,1168828.02
10042B660,11693.02
10042B660,11697.22
10042B660,11702.37
10042B660,11702.37
10042B660,11702.37
10042B660,11702.37
10042B660,11702.37
10042B660,11704.4
10042B660,11706.81
10042B660,11715.26
10042B660,11715.26
10042B660,11715.26
10042B660,11717.82
10042B660,11717.82
10042B660,11717.82
10042B660,1171834.14
10042B660,1171834.14
10042B660,1171834.14
10042B660,11721.2
10042B660,11721.2
10042B660,11721.2
10042B660,11722.39
10042B660,11724.6
10042B660,11724.97
10042B660,11724.97
10042B660,11724.97
10042B660,11724.97
10042B660,11724.97
10042B660,11733.97
10042B660,11733.97
10042B660,11733.97
10042B660,11737.09
10042B660,11737.09
10042B660,11737.09
10042B660,11737.09
10042B660,11737.09
10042B660,1173874.99
10042B660,11748.68
10042B660,11753.57
10042B660,11757.18
10042B660,11757.79
10042B660,1175797.02
10042B660,1175797.02
10042B660,1175797.02
10042B660,1175988.67
10042B660,1175988.67
10042B660,1175988.67
10042B660,1175988.67
10042B660,1175988.67
10042B660,11760.44
10042B660,1176077.73
10042B660,11763.25
10042B660,11769.12
10042B660,11769.12
10042B660,11769.12
10042B660,11769.12
10042B660,11769.12
10042B660,1177280.84
10042B660,1177280.84
10042B660,1177280.84
10042B660,11776.93
10042B660,11777.41
10042B660,11797.04
10042B660,11804487.58
10042B660,11806.64
10042B660,11806.64
10042B660,11806.64
10042B660,11812.9
10042B660,11812.9
10042B660,11812.9
10042B660,11815.15
10042B660,11815.64
10042B660,11827.79
10042B660,11831.11
10042B660,11831.81
10042B660,11831.81
10042B660,11831.81
10042B660,11831321.58
10042B660,11831321.58
10042B660,11831321.58
10042B660,1183599.86
10042B660,1183599.86
10042B660,1183599.86
10042B660,1183599.86
10042B660,1183599.86
10042B660,11836.15
10042B660,11851.12
10042B660,11857.8
10042B660,11858.86
10042B660,11862.06
10042B660,11862.08
10042B660,11862.08
10042B660,11862.08
10042B660,11862.08
10042B660,11862.08
10042B660,11863.62
10042B660,11865.9
10042B660,11865.9
10042B660,11865.9
10042B660,11877.93
10042B660,11878.58
10042B660,11879.43
10042B660,11879.43
10042B660,11879.43
10042B660,11888.86
10042B660,11888.86
10042B660,11888.86
10042B660,11888.86
10042B660,11888.86
10042B660,11895.18
10042B660,11897.4
10042B660,11897.4
10042B660,11897.4
10042B660,11897.4
10042B660,11897.4
10042B660,11899.78
10042B660,11906.52
10042B660,1190633.71
10042B660,11907.36
10042B660,11907.38
10042B660,11914.68
10042B660,11918.34
10042B660,11928.91
10042B660,1192931.01
10042B660,1192931.01
10042B660,1192931.01
10042B660,11930.69
10042B660,11930.69
10042B660,11930.69
10042B660,11930.69
10042B660,11930.69
10042B660,11932.72
10042B660,11935.11
10042B660,11935.45
10042B660,11935.45
10042B660,11935.45
10042B660,11943.77
10042B660,11943.77
10042B660,11943.77
10042B660,11943.77
10042B660,11943.77
10042B660,11944.95
10042B660,11946.36
10042B660,11946.84
10042B660,11947.01
10042B660,11954.88
10042B660,11954.88
10042B660,11954.88
10042B660,11956.22
10042B660,11956.22
10042B660,11956.22
10042B660,11956.22
10042B660,11956.22
10042B660,11962.76
10042B660,11962.76
10042B660,11962.76
10042B660,11970.5
10042B660,1197161.36
10042B660,11979.36
10042B660,11990.95
10042B660,11993.64
10042B660,11994.12
10042B660,120082978.15
10042B660,12012.75
10042B660,12012.75
10042B660,12012.75
10042B660,12014.22
10042B660,12021776.63
10042B660,12023.27
10042B660,12023.27
10042B660,12023.27
10042B660,12029.57
10042B660,12030.87
10042B660,12033.65
10042B660,12033.65
10042B660,12033.65
10042B660,1203646.5
10042B660,1203646.5
10042B660,1203646.5
10042B660,1203646.5
10042B660,1203646.5
10042B660,12038.92
10042B660,1204780.45
10042B660,1204780.45
10042B660,1204780.45
10042B660,1204780.45
10042B660,1204780.45
10042B660,12050.16
10042B660,12050.16
10042B660,12050.16
10042B660,1206474.15
10042B660,12079.23
10042B660,12079.98
10042B660,12079.98
10042B660,12079.98
10042B660,12085.45
10042B660,12085.45
10042B660,12085.45
10042B660,12085.45
10042B660,12085.45
10042B660,12093.5
10042B660,12095889.76
10042B660,1210087.81
10042B660,1210087.81
10042B660,1210087.81
10042B660,12104.59
10042B660,12106.71
10042B660,12106.71
10042B660,12106.71
10042B660,12109.66
10042B660,12109.66
10042B660,12109.66
10042B660,12110.64
10042B660,12110.73
10042B660,12112.42
10042B660,12112.42
10042B660,12112.42
10042B660,1211289.14
10042B660,1211761.19
10042B660,1211761.19
10042B660,1211761.19
10042B660,12122.89
10042B660,12122.89
10042B660,12122.89
10042B660,12122.89
10042B660,12122.89
10042B660,12123.2
10042B660,12126.63
10042B660,12137.58
10042B660,12138.55
10042B660,12144.91
10042B660,1215276.12
10042B660,12155.58
10042B660,12155.58
10042B660,12155.58
10042B660,12159.92
10042B660,12159.92
10042B660,12159.92
10042B660,12159.92
10042B660,12159.92
10042B660,12164.86
10042B660,12164.86
10042B660,12164.86
10042B660,12164.86
10042B660,12164.86
10042B660,1216663.57
10042B660,1216663.57
10042B660,1216663.57
10042B660,1216663.57
10042B660,1216663.57
10042B660,12168.77
10042B660,12170.58
10042B660,12170.58
10042B660,12170.58
10042B660,12173.3
10042B660,12176.09
10042B660,12176.09
10042B660,12176.09
10042B660,12176.09
10042B660,12176.09
10042B660,12177.09
10042B660,12177.36
10042B660,12183.93
10042B660,12183.93
10042B660,12183.93
10042B660,12190.44
10042B660,12190.44
10042B660,12190.44
10042B660,12190.93
10042B660,12195.46
10042B660,12195.46
10042B660,12195.46
10042B660,12196.88
10042B660,12196.88
10042B660,12196.88
10042B660,1219979.94
10042B660,1219979.94
10042B660,1219979.94
10042B660,1219979.94
10042B660,1219979.94
10042B660,1220166.33
10042B660,12211780.52
10042B660,12211780.52
10042B660,12211780.52
10042B660,12211780.52
10042B660,12211780.52
10042B660,12226.0
10042B660,12228.88
10042B660,12231.51
10042B660,12231.51
10042B660,12231.51
10042B660,12237.19
10042B660,12240.77
10042B660,12240.77
10042B660,12240.77
10042B660,1224184.35
10042B660,1224184.35
10042B660,1224184.35
10042B660,12242.77
10042B660,12243.02
10042B660,12247483.52
10042B660,12247483.52
10042B660,12247483.52
10042B660,1224821.38
10042B660,12249.47
10042B660,12249.47
10042B660,12249.47
10042B660,12249.47
10042B660,12249.47
10042B660,12256.4
10042B660,12256.4
10042B660,12256.4
10042B660,12256.4
10042B660,12256.4
10042B660,12266.88
10042B660,12266.88
10042B660,12266.88
10042B660,12271854.6
10042B660,12288.89
10042B660,1230028.13
10042B660,12301102.11
10042B660,12304.78
10042B660,12304.78
10042B660,12304.78
10042B660,12307.9
10042B660,12307.9
10042B660,12307.9
10042B660,1230787.92
10042B660,12312.28
10042B660,12312.28
10042B660,12312.28
10042B660,12312.65
10042B660,12315.35
10042B660,12315.35
10042B660,12315.35
10042B660,12320.76
10042B660,12326.16
10042B660,1233668.22
10042B660,12337.99
10042B660,12337.99
10042B660,12337.99
10042B660,12337361.79
10042B660,12344.07
10042B660,12349.34
10042B660,12349.34
10042B660,12349.34
10042B660,12352.75
10042B660,12352.75
10042B660,12352.75
10042B660,12356.51
10042B660,12356.51
10042B660,12356.51
10042B660,12357.52
10042B660,12357.52
10042B660,12357.52
10042B660,12359.18
10042B660,12364.99
10042B660,12374.25
10042B660,12375.44
10042B660,12378412.5
10042B660,12378412.5
10042B660,12378412.5
10042B660,12393.31
